Rating,Title,Content
1,Tự động hủy vé chuyển chuyến bay nhưng thông báo cho khách hàng sau 48h,"Tôi đặt vé từ Qui Nhơn đến Tp. Hồ Chí Minh chuyến 9h15 phút sáng ngày 2/11/2023 để dự hội nghị khách hàng của công ty lúc 17h chiều cùng ngày rồi nghỉ ngơi để 6h ngày 3/11/2023 bay đi Thượng Hải, nhưng tới chiều tối ngày 31/10 tổng đài VNAirlines tự động hủy vé chuyển buổi sáng nhắn tin tới số điện thoại thông báo dời chuyến bay sang 17h45 chiều ngày 2/11/2023 làm ảnh hưởng tới kế hoạch công việc của tôi, thông báo hủy chuyến bay từ sáng sang chiều quá chậm trễ làm tôi không thể đặt vé của hàng hãng không khác (chiều tối ngày 31/10 tìm kiếm không hãng nào còn vé sáng ngày 2/11/2023); cách thức làm việc không chuyên nghiệp, không tôn trọng khách hàng"
1,Dịch vụ tồi tệ,"Tôi xuống máy bay và chờ đợi nhận hành lý hơn 60m, một trải nghiệm tồi tệ. Đừng đổ lỗi do thời tiết. Một số chuyến bay khác hạ cánh sau đã nhận hành lý trước tôi. Tôi đợi và chẳng có nhân viên nào thông báo hay để ý đến vấn đề này. DỊCH VỤ TỒI TỆ."
1,Tệ,"Góc bóc phốt hãng hàng không Vietnam Airline
Quá thất vọng 1 hãng hàng không uy tín đẳng cấp 4* tại Việt Nam .
Mình đã đặt và mua vé đi từ Hà Nội đến Tp.Hcm ( quá cảnh tại sân bay Chu Lai ) từ sớm để ngày 25/10 về lại Sg vào ngày ấy . Nhưng đến hôm nay bên phía VN Airline chỉ nhắn tin vỏn vẹn 1 tin nhắn là dời chuyến bay được chỉ định vào ngày khác ,chẳng có 1 cuộc đt thành thật để coi phản hồi và cảm xúc , thái độ của hành khách . Mình gọi đến thì nhân viên không giải quyết rõ ràng , chỉ yêu cầu huỷ chuyến bay ( hoàn vé ) và bắt khách hàng gọi cho phía đặt để hoàn chứ không có bất kì trách nhiệm gì cho những sai sót đó ( đúng là tiêu chuẩn 4*) , coi khách hàng như trò đùa bảo khách dời ngày nào sẽ dời ngày đó , tự sắp xếp an bài cho khách luôn . Vậy ngày25 Chu Lai về Sg , còn ngày 26 bắt khách từ HN về Chu Lai rồi đi bộ từ Chu Lai về Sg vậy là 4* dữ chưa hãng hàng không ạ , logic sắp xếp lại cho khách nếu muốn dời lịch,thì phải coi lịch trình. Hoàn tiền thì bạn chắc chắn hoàn lại tiền cho mình , còn thời gian mình đặt từ trước và số tiền đặt sẵn nó rẻ hơn bạn có nghĩ cho tâm trạng của khách chứ . Đề nghị VN Airline thay đổi lại cách làm việc để xứng danh hãng hàng không 4* nhé"
1,Tồi tệ,"Nhân viên nói chuyện với khách hàng rất mất lịch sự,vì tôi ít di chuyển máy bay nên có thể hơi chậm hơn người khác ! Thay vì hướng dẫn họ nạt nộ và rất tỏ thái độ , mất dạy 🙂"
1,chậm trễ,"quá chậm trễ , chuyến bay cất cánh vào lúc 4g nhưng 4g50 tôi vẫn chưa ra khỏi sân bay , nhưng không có một thông báo nào"
2,Hành lý ký gửi Vali của tôi bị mở toang .. may là có một lớp bảo vệ.. không có nhân viên giám xác ở nơi lấy hành lý…,Hành lý ký gửi Vali của tôi bị mở toang .. may là có một lớp bảo vệ.. tôi phải có gắng cài vali rất lau.. tất cả mọi người rời đi không có nhân viên giám xác ở nơi lấy hành lý…Để trợ giúp…cảm giác lên may bay phục vụ tốt.. xuống máy bay thì tự lo … nhờ có một chú trong chuyến bay giúp đỡ
1,Vietnam Airlines không cẩn thận trong việc xử lý hành lý,"Tôi đi chuyến từ đà nẵng vào sài gòn thì những gì tôi mang theo có bao gồm cả chân đèn, nó được thông qua, cho đến khi đi chiều ngược lại thì tôi chẳng được cho qua, làm tôi lỡ mất chuyến bay vì trễ giờ , trong khi tôi đi từ đà nẵng vào thì được nhưng chiều ngược lại thì không được, mất 1 khoản tiền từ hãng này , khá là thất vọng về cách xử lý của vietnam airlines, hy vọng tôi sẽ không gặp lại trường hợp như này, thân ái"
1,That vong ve VN Airline,"Mot trai nghiem toi te voi hang hang khong VN Airline nay,
Tu dong chuyen doi chuyen bay cua toi tu VN airline ( VN2106) qua Airfrance (AF258) ma khong mot loi thong bao, Airfrance tu choi cong dam bay lotusmile voi ly do ho khong phai la VN airline... hanh ly ve toi VN thi be tung, bo vo bao Nylon , nhung cai bao Ny lon cung da bi rach 1 duong dai va hanh ly cua toi roi rot tren san bay khong mot ai su ly hay 1 loi giai thich xin loi.. toi da co mot trai nghiem toi te chua tung co"
1,Delay airline,Đi lần nào cũng delay. Có thể gia nhập nhóm delay airline rồi đấy. Chuyến bay 18h thì 17h30 báo delay 20 phút. Sau 20 phút báo delay thêm 35 phút là thành 55 phút. Sau lại báo delay thêm 1 tiếng. Giờ thì tiếp viên đi luôn rồi :)) chắc định delay vài ngày
2,Phán ảnh việc để hành lý,"Hành lý ký gửi để không cẩn thận, vali đã cài khóa kĩ nhưng vẫn có những đồ len lỏi qua vào đồ của khách, vali dơ, có mùi, ướt đồ, để hành lý ko thể chấp nhận đc, cần xem xét thêm"
1,Dịch vụ kém,"Đặt chuyến bay sớm để kịp vào làm việc, mình cẩn thật đặt trước cả tháng, xong sắp đến ngày bay thì báo đổi giờ bay trễ hơn😔 mình có gọi lại hỏi và hỏi đổi giờ giờ bay về muộn hơn thì báo chưa đủ điều kiện. OMG… giờ mình đã vào muộn rồi xong không cho người ta về muộn hơn, lúc đổi thì gửi mỗi cái tin nhắn thông báo không thấy cskh gọi điện hay gì luôn, nếu mình không vào check chắc ra sớm cả mấy tiếng đồng hồ. Tin tưởng dùng dịch vụ vì hãng đắt nhất trong các hãng mà xử lý như thế này không chấp nhận được. Tệ"
3,Cảm ơn VNairline,"Xin gửi lời cảm ơn chân thành nhất tới đội ngũ tiếp viên của chuyến bay VN19 từ Hà Nội đến Paris ngày 08/08/2023. Các anh chị đã tạo ra một khoảnh khắc tuyệt vời và vô cùng đáng nhớ cho gia đình tôi.
Gia đình tôi đánh giá rất cao sự nhiệt tình và tính chuyên nghiệp của đội ngũ. Hi vọng đội ngũ sẽ luôn tiếp tục tỏa sáng trong các chuyến bay khác."
3,Hãng HK tốt nhất Việt Nam,"Chuyến bay an toàn, đúng giờ, nhân viên phục vụ nhiệt tình, giới thiệu đầy dủ các vật phẩm lưu niệm trên chuyến bay"
3,Cảm ơn Vietnam Airlines vì 1 chuyến đi tốt đẹp,"Vietnam Airlines làm tôi cảm thấy có 1 trải nghiệm tuyệt vời: Đồ ăn ngon, tiếp viên nhanh nhẹn, tháo vát và rất chú ý đến KH dù khách đi cùng trẻ em. cảm ơn VNA!!!"
3,Một chuyến bay hài lòng với Vietnam Airlines,"Hôm qua mình có chuyến bay rất thú vị với Vietnam Airlines mà muốn chia sẻ cho các bạn. Ấn tượng ban đầu là các bạn nhân viên rất trẻ trung và thân thiện, mình được hỗ trợ rất tận tình từ check-in đến khi xuống sân bay SG luôn. Quan trọng nhất vẫn là đồ ăn của VNA cực ngon, không ngờ trên một chuyến bay mà hãng lại có thể chuẩn bị được đa dạng món ăn như thế. Mọi người muốn tránh tình trạng trễ chuyến và có một chuyến đi thú vị thì VNA là một lựa chọn ko hề tồi chút nào đâu."
3,Một chuyến bay tuyệt vời cùng Vietnam Airlines,"Trải nghiệm với Vietnam Airlines thực sự làm tôi ấn tượng, đồ ăn rất ngon, các tiếp viên nhiệt tình và thân thiện."
3,Cảm ơn Vietnam Airlines,"Mình ít khi viết đánh giá nhưng phải nói là VNA luôn là số 1 về dịch vụ. Mình có 2 lần được VNA hỗ trợ rất nhiệt tình, 1 lần là trễ chuyến bay nhưng may mắn là kịp check in cuối cùng, 1 lần khác quá cân hành lý lố ơi là lố mà cuối cùng mấy anh cũng hỗ trợ không charge phí, lần khác được đổi chỗ ngồi không mất phí vì hôm đó mình thật sự rất đau lưng. Cảm ơn VNA rất nhiều!"
1,"HÃNG HÀNG KHÔNG KHÔNG TRUNG THỰC VÔ TRÁCH NHIỆM, NHÂN VIÊN THÁI ĐỘ KHÓ CHỊU VỚI KHÁCH","Vào thứ 6 ngày 17/6/2023 tôi đã đặt 1 vé bay 6:35pm từ Hồ Chí Minh đến Nha Trang trong app Bông Sen Vàng cho ngày 02/07/2023 cho em gái tôi là Đỗ Phạm Hoài Nhi. Mã đặt chỗ UNURVD.
Chiều vào lúc 17 giờ ngày 02/07/2013 em gái tôi đến quầy vé gặp đại diện hãng Vietnamairline thì cô ta không xuất vé, thái độ rất khó chịu nói với em gái tôi là hãng có quy định sửa mũi ( em gái tôi chỉ chỉnh đầu mũi nhẹ, mặt không sưng nề hay sức khoẻ yếu ) rằng 7-15 ngày mới được bay máy bay. Sau khi em gái tôi nói sẽ nói bác sĩ phẫu thuật cho em gái tôi tại bệnh viện Sao Hàn ( 781 Lê Hồng Phong, phường 12, quận 10) đưa giấy chứng nhận sức khoẻ và sẵn sàng kí giấy cam kết bay với hãng cô ta lại nói có giấy cũng không giải quyết. Và lại nói 21 ngày mới được bay không muốn nói chuyện và khăn khăn từ chối xuất vé, không cho em gái tôi bay. Tôi đã gọi điện cho cảng hàng không Tân Sơn Nhất họ nói không có quy định đó, và tham khảo quy định của hãng VNA cũng không hề có quy định đó.
Còn nếu em gái tôi có bị cấm bay đi chăng nữa cũng phải có văn bản cũng như hồ sơ hay giấy tờ để thông báo về vấn đề đó. Tôi gọi tổng đài và báo cáo sự việc với trang facebook vna nhưng vấn đề không được giải quyết giải thích lan man có dấu hiệu từ chối khách hàng. Lúc trước tôi vừa cắt mắt sửa mũi mặt rất sưng vẫn bay hãng vna nhiều lần, gia đình và bạn bè vẫn sử dụng chuyến bay.
Nếu hãng không liên hệ giải quyết sự việc này ổn thoả tôi sẽ làm việc cùng luật sư để khởi kiện. Bên cạnh đó sẽ chia sẻ lên mạng xã hội, và thông báo trong hội nhóm làm đẹp để tất cả các đốu tượng đi làm đẹp ngoài tỉnh lưu ý và không đặt vé vna để tránh mất tiền và thời gian. Và sau khi bị đại diện hãng vna từ chối xuất vé cấm bay, em gái đã liên hệ cho hãng bamboo và đã được checkin lên máy bay bình thường, càng chứng tỏ tôi, em gái tôi và khách hàng của vna đang bị đối xử không công bằng và vô lý!"
3,Đổi giờ bay & delay!!!! Ảnh hưởng đến hành trình của khách hàng,"Mình có đặt chuyến bay nối chuyến từ PQC-SGN và SGN-BMW vào ngày 15/6/2023.
Mã đặt chỗ BBLLHY
Vì hãng đổi giờ bay và sau đó tiếp tục delay chuyến đầu nên mình đã bị trễ chuyến bay thứ 2.
Hãng có đặt khách sạn và bữa ăn cho mình tại khách sạn Tân Sơn Nhất để đền bù và chờ đợi cho chuyến bay ngày hôm sau, nhưng mọi thứ rất tệ. Từ điều kiện phòng ốc đến thái độ nhân viên tại đây.
Chuyến bay của VNA tệ nhất từ trước đến giờ mình trải nghiệm ( bao gồm: bị đổi giờ bay, sự hỗ trợ của nhân viên tổng đài bông sen vàng, nhân viên mặt đất VNA tại Phú Quốc ). Tuy nhiên, muốn gửi lời cảm ơn đến anh Huỳnh Phong Lan tại sân bay Tân Sơn Nhất đã kiên nhẫn giải thích tình hình và hỗ trợ mình."
1,SO TERRIBLE,"TÔI ĐÃ BỊ VIETNAM AIRLINE LỪA, TÔI ĐÃ CẨN THẬN LỰA CHỌN VÀ BOOK CHUYẾN BAY TỪ HỒ CHÍ MINH ĐẾN ATLANTA VỚI 2 STOP, SAU ĐÓ TÔI THANH TOÁN NHƯNG TRÊN VÉ CỦA TÔI LÀ HOÀN TOÀN KHÁC VỚI CHUYẾN BAY TÔI DỰ ĐỊNH BOOK TRƯỚC ĐÓ. TÔI BUỘC PHẢI HỦY VÉ VÀ VNA ĐÃ LẤY CỦA TÔI MỘT KHOẢN PHÍ MẶC DÙ TÔI PHÁT HIỆN RA MÌNH BỊ LỪA VÀ LẬP TỨC YÊU CẦU REFUND TRONG VÒNG 60 GIÂY. TÔI NGHĨ ĐÂY LÀ TRÒ LỪA BỊP CỦA VIETNAM AIRLINE. THẬT KINH KHỦNG LÀM SAO. MỌI NGƯỜI NÊN TRÁNH AIRLINE NÀY."
3,Thư cảm ơn,"Vợ chồng tôi là hành khách trên chuyến bay HAN - SGN VN251 hạ cánh xuống cảng hàng không Quốc tế Tân Sơn Nhất lúc 14h20 hôm nay, ngày 12/6/2023.
Trong tâm trạng vui vẻ vì được về nhà sau chuyến du lịch dài ngày , chúng tôi được bạn bè tặng 2 túi mận - đặc sản Tây Bắc. Đối với tôi đó là món quà tinh thần quý giá , chúng tôi nâng niu 2 túi mận ấy và đặt dưới chân cho chắc ăn. Bỗng có 2 bạn tiếp viên một nam, một nữ đến yêu cầu tôi cho giỏ xách lên khoang. Vì sợ bị dập, tôi không đồng ý nhưng trước sự thuyết phục của hai bạn vì an toàn bay nên tôi bằng lòng. Không may, khi đưa túi lên, bỗng một túi mận bị rách, khiến mận rơi ra ngoài. Tôi loay hoay lo lắng không biết làm sao, lúc đó có một bạn tiếp viên nữ an ủi bảo tôi yên tâm, cô ấy sẽ cho tôi cái túi khác. Khi máy bay sắp hạ cánh, tôi không thấy cô tiếp viên nữ đã hứa giúp tôi. Tôi đành đánh tiếng xin nam tiếp viên đang ngồi trước mặt mình giúp đỡ. Không ngần ngại, bạn ấy nhanh nhẩu nhận lời. Khi máy bay dừng hẳn, bạn ấy rút một cái “bao nylon” khá to. Trước sự ngạc nhiên của tôi, bạn ấy giải thích: “Thưa Cô, trên máy bay hiện không có giỏ xách như của Cô mà chỉ có cái túi đựng rác trên máy bay chưa qua sử dụng, rất sạch, Cô dùng tạm ạ!”. Chúng tôi vui vẻ đón nhận rồi cùng nhau gói mận, tôi cũng kịp chụp lại vài tấm ảnh kỉ niệm để về khoe với bạn bè. Không dừng ở đó, bạn còn nhiệt tình gói túi mận lại và giúp chúng tôi đưa túi mận xuống tận xe trung chuyển. Lúc này tôi mới nhìn tên bạn ấy- Dũng 79.
Chuyến bay khép lại, tôi đã về nhà với lòng ngập tràn niềm vui. Vui vì chuyến đi, vui vì món quà của bạn bè Tây Bắc và vui vì sự tận tình, niềm nở, hết lòng vì hành khách của bạn tiếp viên tên Dũng. Từ cách giao tiếp và thái độ của bạn đã để lại trong tôi một ấn tượng đẹp về VNA. Tôi đã kể cho bạn bè của tôi nghe câu chuyện “cái túi rách”, ai cũng khen bạn Dũng và khen các bạn tiếp viên VNA rất chuyên nghiệp.
Cuộc sống sẽ tốt đẹp hơn rất nhiều từ những hành động nhỏ và những điều tử tế dành cho nhau. Mặc dù khá mệt nhưng tôi tranh thủ gửi lá thư này đến hãng Hàng không VN và mong rằng VNA sẽ xem xét ghi nhận những điều tích cực này để kịp thời tuyên dương, khích lệ tiếp viên khi làm nhiệm vụ, để các bạn thêm vui và vững tin với nghề mà mình đã chọn. Lần nữa, gởi lời cảm ơn đến bạn Dũng nói riêng và các em tiếp viên phục vụ trên chuyến bay hôm nay. Tôi sẽ tiếp tục đồng hành cùng VNA và mong sẽ được gặp những tiếp viên dễ thương, nhiệt tình, hết lòng với hành khách như thế.
Tp Hồ Chí Minh, ngày 12/06/2023"
1,Quá chán,"Cảm thấy bục bội với hãng. Gd tôi book vé bay Đà Nẵng đi Đà Lạt 2 chiều . Chiều thứ nhất từ Đn cũng giấy tờ như trên thì thủ tục hàng không chấp nhận cho qua. Đến khi từ ĐL về thì bảo sai giấy tờ. Ko cho lên máy bay. Đến phút chốt thì phải bỏ vé ko lên được. Cùng là 1 hãng hàng không vì sao bảo bên này đúng bên kia sai. Thà báo sai từ chặng ĐN thì đã có cách giải quyết sớm chứ ko phải để đến ĐL thì đã hết cách giải quyết . Cảm giác gia đình có trẻ em phải hủy chuyến bay và về xe khách thật sự quá mệt mỏi. Cách giải quyết của hãng thật sự tồi tệ . Hãng hàng không quốc gia mà báo với khách hàng là bên Đà Nẵng dễ cho qua , bên này thì không. Vậy chắc nhân viên của hãng lãnh lương của 2 ông chủ ak. Nếu có 0 sao tôi cũng cho 0 sao chứ ko được 1"
1,Bad very bad thiệt TỆ,"Trong tháng 4/2023 tôi bay 8 chuyến đi đi về về từ HCM -Qui Nhon tất cả điều delay 2-6 giờ chờ đợi, thông tin mật mờ , gọi dt hàng không vietnamairlines không giúp được gì cả.trong 8 chuyến Mình xin đổi sớm ngày 1 lần vé vì vietnamairlines đổi giờ quá trễ mình booked sáng sớm họ delay đến tối thì nhân viên buộc minh “ chị phải mua vé mới và sẽ mất tiền vé đổi “ vậy mọi người nghĩ có phải là ăn chựng vô lý không? Làm việc không lương tâm"
1,THẬT KHÓ HIỂU !!!,"Xin chào, chuyện là mình có mua 1 vé khứ hồi từ hãng hàng không Vietnam Airlines từ SG về CL và ngược lại. Lúc ở sân bay TSN SG mình đã check in online qua máy tự động và sau đó mình đã qua cổng an ninh mà không có vấn đề gì và các anh chị của hãng hàng không Vietnam Airlines ở TSN rất nhiệt tình hỗ trợ mình. Sau đó mình vào lại SG nhưng tại sân bay CL không có máy check in online nên mình đã làm thủ tục check in tại quầy và chị làm thủ tục nói rằng thông tin trên vé và thông tin trên CCCD bị sai. Mình tên Nguyễn Trần TT nhưng trên vé để Trần Thị TT và bảo mình qua gặp 1 anh ngồi tại quầy của VNA giải quyết vào lúc 18g15’ trong khi chuyến bay khởi hành lúc 19g20’, mình đã trao đổi tình hình thì anh đó bảo mình gọi người bán vé giải quyết… ủa aloo… và ảnh thì ngồi làm gì thì mình chả biết sau khi mình nói chuyện thì cô bán vé cho mình (là người quen của mình) nhờ anh đó hỗ trợ sửa lại tên thì anh đó bảo không được đâu em. Mình lúc đó rất rối tìm đủ mọi cách nhưng anh đó chỉ ngồi đó và không làm gì giúp mình cả. Sau 1 hồi đi qua đi lại nhờ người giúp mình thì cô bán vé đã nói mình mua vé mới cho kịp giờ vô và cô đã chuyển khoản tiền cho mình. Và vâng tiền vé là 2.515.000vnd cho vé hành lý xách tay chưa tới 12kg. (Mình thanh toán chuyển khoản sau đó anh chỉ đưa 1 tờ giấy như hình mà không có bất kỳ hóa đơn nào). Thật là 1 trải nghiệm đáng nhớ cùng hãng hàng không Vietnam Airlines tại sân bay Chu Lai."
1,Tôi mua vé chuyến bay 1461 ngày 12/04/2023. Một hãng hàng không nổi tiếng mà delay tận 5 tiếng. Không thể chấp nhận được,"Quá tệ, kêu gọi tẩy chay, vừa rồi bị dính vụ 3 tiếp viên bị bắt vì vận chuyển chất cấm. Bây giờ Vietnamairlines lại delay chuyến bay tới 5 tiếng đồng hồ. Thời gian là vàng bạc, bao nhiêu công việc kế hoạch của người ta bị bỏ dở. Hãng Vietjet Air còn ok hơn nhiều, giá rẻ, dù có delay thì chỉ có 30 phút - 2 tiếng là cùng. Tôi chưa bao giờ thấy delay chuyến bay lâu như vậy. Tệ hại. Coi khách như trò đùa. Thà chọn đi Vietjet Air còn hơn."
1,Khiếu nại thái độ hotline,"Nhân viên làm việc k chuyên nghiệp , thái độ vs khách hàng. Sai còn cố cãi. Làm việc tệ. Xử lý tình huống k chuyên nghiệp, hãng 4* nhân viên 0* . Muốn tắt máy của khách khi khách chưa nhận được phản hồi. Vậy nha chị . Ủa là sao gọi chăm sóc khách hàng mà nv kêu vậy nha chị. Mún tắt máy . @@
Tự ý đổi giờ bay xong gọi lên nói k hỗ trợ . Tệ"
1,Rất Tệ!,"- Hãng hàng không quốc gia nên được ưu ái chăng? Làm có lãi thì chia nhau. Thua lỗ thì kêu lấy tiền Nhà nước (của dân đóng thuế) giải cứu. Làm kinh tế kiểu ấy thì trẻ con nó cũng làm được.
- Làm thủ tục trực tuyến trước 5 tiếng mà hệ thống liên tục báo liên hệ nơi xuất vé. Trong khi khách hàng gõ mã đặt chỗ và họ tên đúng."
1,Không hài lòng,"Không có khuyến mãi ưu đãi cho học sinh sinh viên Việt Nam khi là hãng máy bay quốc gia. Phí hành lí bổ sung không được hoàn khi hủy vé và không được đổi sang chuyến bay khác khi đổi vé. Dịch vụ ""lấy tiền"" khách hàng. TỆ."
1,Website được thiết kế quá tệ hại.,"Website của vietnamairlines.com thiết kế quá tệ hại. Chắc sinh viên thực tập làm ra. Quá khó dùng, thứ cần hiển thị thì không hiển thị. Icon dùng tùm lum, không rõ ý nghĩa của icon.

Ví dụ trong quản lý đặt chỗ. Người dùng muốn kiểm tra mã đặt chỗ thì rõ ràng là muốn kiểm tra hầu hết các thông tin cá nhân (bao gồm cả ký gửi, xách tay, suất ăn,...), nhưng trang web không hiển thị. Và không biết làm thế nào để có thể xem được những thông tin đó giờ..."
1,Đánh giá,"Delay mà không có thông báo nhắn tới làm khách đợi lâu. Đề nghị hãng nên có biện pháp với những trẻ em gây ồn, đi đã mệt rồi mà cứ nói chuyện đùa giỡn to, đem đồ chơi phát tiếng ồn ra chơi?"
1,Quá tệ,"Cả đi cả về đều delay rất lâu xong cũng không thông báo với khách cũng không đưa ra được lý do chính đánh vì sao delay . Dịch vụ thì ngày càng tệ , quy định đóng kiện hạng thì vô lý , kém thông minh và rất vớ vẩn . Làm ăn thế này thì nghỉ luôn đi"
1,Mập mờ thông tin,"Mua vé Vietnam Airline nhưng bay Pacific Airline. Thông tin mập mờ. Tới check-in thì do khách đông nên buộc phải mua ghế đắt tiền. Chuyến bay thì còn bị trì hoãn.
Gây nhiều khó chịu và bất tiện."
1,Tệ,Đi 4 lần thì delay lần quá tệ rất bức xức với háng hàng không này không thể nào tưởng tượng nổi tưởng thế nào hạng dịch vụ tồ nhất việt nam cái gì làm ăn cho đàng hoàng vao
1,Dich Vụ tệ,"Nhân viên checkin không coi kỹ tên khách hàng, đến lúc checkin lên máy bay nhân viên an ninh báo tên bị ngược phải đổi lại tên. Đến quầy đổi tên nhân viên báo là đã huỷ checkin của mình, bây giờ phải lấy số chờ vì là chuyến bay overbook. Nhưng rõ ràng đó vé mình đã thanh toán, chỉ việc đổi lại tên. Quá vô lý khi nói rằng nếu ko đc phải đợi chuyến bay sau. Dịch vụ tệ và cách làm việc không hợp lý!! Thái độ nhan viên khó chịu!!"
1,Nhân viên Vietnam airlines thái độ với khách,"Cái chân máy ảnh đi các sân bay khác được xách tay bình thường. Riêng sân bay PQ đến cổng kiểm soát an ninh thì bắt quay ngược lại mua hành lý. Kí gửi cái đồ nhỉnh 1kg với giá 411.000vnd.
Nhân viên ngồi trong quầy thông tin nói lí nha lí nhí. Khách phải dí sát đầu vào nghe, trong khi bên ngoài. Khách ko nghe thấy quay ra nói là ""em nói Tiếng Việt mà c"".
Thái độ khó chịu. Đắt đỏ. Ko đáng tiền."
1,Dịch vụ xuống cấp,"Dịch vụ của hãng ngày càng xuống cấp.
Từ thái độ của nhân viên trực tổng đài đến cách delay chuyến, thông báo delay đều tệ."
1,Khiếu nại,"Làm vỡ vali của tôi 1 mãng to.gãy cả bánh xe.khiến tôi khó khăn khi di chuyển.quá phiền phức, làm ăn quá ẩu"
2,sân bay ĐÀ NẴNG,"hôm nay mình có đi chuyến từ Đà nẵng 24/10 về Hà Nội . Mình đi hãng Vietnam ariline như mọi lần mà lần này tới sân bay Đà nẵng mới thấy cách hành xử của nhân viên sân bay tệ vậy. Trước hết mình có ra checkin quầy vé để đưa thông tin đoàn mình đi 9 người thì đã đưa cho nhân viên quầy check 9 chiếc căn cước và hộ chiếu nhưng sau đó vì một lí do nào đó mà hai bạn nhân viên đó chèn luôn chiếc bàn phím máy tính lên 1 cái căn cước của ng nhà mình rồi quay ra bắt đi tìm vì thiếu mà rõ ràng đã đưa đủ r ,loay hoay một hồi mình lật bàn phím bảo bạn kiểm tra thì thấy luôn 1 chiếc căn cước ở đó mình cũng k nhận được lời xin lỗi nào cả☺️ tiếp là đến lượt xếp hàng ở ngoài đầu tiên để được vào soi đồ thì một anh nhân viên sau khi thấy em mình 12 tuổi mà lớn quá liền quay ra check lại thông tin hỏi họ tên mẹ và ngày sinh mẹ☺️ con em mình trl ngày sinh mẹ thì có quay ra tìm bố mẹ mình và nói sao con chị k nhớ ngày sinh🙂 ủa gì vậy ạ hòi k rõ ràng xong quay ra phàn nàn , lúc đó còn có cả một cô nhân viên tóc ngắn tém tém gì đó đứng đó cũng lao vào gằn giọng lên y hệt anh nhân viên soát kia🙂 mẹ mình có bảo cháu bé nen k nghe rõ k hiểu hỏi gì còn nhỏ nen hỏi cũng cuống vs sợ thì cô bạn nhân viên tóc ngắn đó có nói đúng một câu"" có gì mà phải sợ"" 🙂 ủa thế không có con hay sao mà k hiểu gì về trẻ con vậy nói xong còn quay ra không một bạn nào cho mình một lời xin lỗi hay gì hết mà mọi chuyện cũng chỉ vì một câu lúc anh kia nói là "" vì cháu nó lớn quá"" trẻ con thì không được phép lớn ạ không những thiếu hiểu biết mà còn k tôn trọng khách hàng luôn ý ạ🙂 rất thích và đi nhiều của hãng nhưng chưa baoh gặp tình huống như ở sân bay ĐÀ NẴNG🙂🙂🙂"
3,Tuyệt vời,Hãng hàng không quốc gia Việt Nam. Dịch vụ tuyệt vời. Nhân viên thân thiện. Hãy bay cùng Vietnam Airlines.
2,"Thủ tục rườm rà, cứng nhắc, chậm trễ","Thủ tục rườm rà, cứng nhắc, chậm trễ gây nhiều khó khăn cho khách hàng, giải quyết problem cho khách hàng chậm trễ, dẫn tới lên máy bay trễ"
3,Trở lại chuyến bay sau thời gian chống dịch,"Được bay trở lại chuyến bay sau thời gian chống dịch,chuyến bay khởi hành đúng giờ,lần đầu được bay hạng thương gia A321NEO thật là thích luôn.Bạn tiếp viên trưởng tên Quang thấy mình đem mô hình nhỏ xinh lên,bạn chủ động bắt chuyện với mình,rồi được nói chuyện cùng bạn ấy nữa.Rất hài lòng cho chuyến bay này."
1,Thật kinh khủng,"Máy bay trễ 15’, lên máy bay còn bị quát mắng với những câu chửi tục và kém văn hoá. Cách hành xử thiếu chuyên nghiệp và kém của nhân viên. Sẽ không bao giờ quay trở lại."
1,Thất vọng,"Hôm qua bay chuyến 11:35 của hãng in trên vé đặt mua .. nhưng sau hãng tự động đổi giờ bay đột xuất 10:45 ko thông báo trước nên tôi phải chạy thật lẹ để làm thủ tục cho kịp ., khách ở sân bay quá đông chờ rất lâu… lên được máy bay ko có gì xảy ra cho đến khi tôi thấy còn dư nhiều bịt hạt điều nhỏ ., nên có xin thêm 1 bịch ( vì chưa phát cơm nên hơi đói bụng ) . Vì nghĩ bịch hạt đều nhỏ giá trị ko đáng nên tôi mới hỏi xin ., nhân viên nữ đồng ý cho ., tôi đưa tay lấy thì cô ấy giật lại và nói để phát cho hành khách khi nào dư em đưa chị ( trong khi tôi là ở kế hàng ghế cuối cùng ). Nghĩ rằng chỉ bịch hạt đều nhỏ xíu có đáng mấy nghìn mà cư xử với khách hàng như vậy có đáng ko ? Tôi đi Vietnamairlines hơn 10 năm nay rồi .. nhưng hôm nay tuyên bố rằng từ giờ sẽ ko đi của hãng nữa. ( Gửi em tiếp viên trên máy bay ,VN 570 .. giá trị món hàng ko có bao nhiêu., và giá trị con người em cũng giống như món hàng đó vậy.). Làm người ai làm thế. Huống chi em chỉ là tiếp viên phục vụ người khác để nhận tiền."
1,Trì hoãn vô thời hạn,Trì hoãn mấy tiếng không lời giải thích. Thời gian là tiền bạc chứ không phải là giấy báo. Thật sự rất bức xúc khó chịu.
