title,rating,text
Nơi tôi rất thích,5,"Khách sạn đẹp và sang trọng đáng tầm 5 sao, nhân viên rất lịch thiệp và hoà nhã, check in nhận phòng nhanh gọn! Nếu có dịp ghé thăm Thành phố Huế thì tôi vẫn chọn khách sạn Mường Thanh Holiday này vì không có khách sạn nào vừa ý như nơi đây!"
Cảm nhận về khách sạn Mường Thanh Huế,5,"- Phục vụ vui vẻ, nhiệt tình thể hiện sự chuyên nghiệp, có tác phong nhanh nhẹn và phối hợp tốt giữ các nhân viên với nhau
 - Tôi rất thích khi đến khách sạn với 1 phong cách sang trọng, bố trí nội thất đẹp và thoáng. Không đơn điệu, tạo cảm giác thoải mái."
phòng đẹp và nhân viên phục vụ chuyên nghiệp !,5,Khách sạn có vị trí nằm ngay trung tâm nên thuận tiện di chuyển.phòng khách sạn đẹp với những tiện nghi đầy đủ.Sảnh lễ tân rộng và thoáng mát.Nhân viên thân thiện chào hỏi khách và tận tình phục vụ.chúng tôi rất hài lòng và sẽ quay lại thời gian sau !
phòng đẹp và nhân viên thân thiện !,5,"Tôi có dịp đến Huế nhân dịp công tác tại đây và tình cờ đặt phòng qua trang Mường Thanh. Tôi rất hài lòng với các dịch vụ của khách sạn. Nhân viên làm các thủ tục nhận phòng nhanh chóng, phòng rất thoáng mát và có cảnh đẹp. Ăn sáng ngoài trời với các món Á, Âu phong phú. Ngoài ra, khách sạn còn có bể bơi ngoài trời rất phù hợp với gia đình. Hy vọng tôi sẽ có dịp quay lại và ở tại khách sạn trong dịp công tác khác."
 Chuyến đi tuyệt vời,5,"Tôi có dịp đến Huế và ở đây hai đêm, phòng ở thoáng mát và sạch sẽ. Nhân viên đón tiếp nhiệt tình chu đáo, các em lễ tân rất nhiệt tình lúc đến cũng như lúc về. Nhà hàng phục vụ chu đáo thân thiện, đồ ăn rất ngon và phù hợp khẩu vị với các vùng miền.
 Cám ơn cô Hà lễ tân và hẹn gặp lại sớm trong vài tháng tới."
Hơn cả mong đợi,5,"Tôi có chuyến công tác ngắn ngày tại Huế và khách sạn Mường Thanh là nơi tôi chọn làm điểm dừng chân. nhân viên khách sạn khá thân thiện cởi mở, đặc biệt có highland nằm tại sảnh lễ tân nên khá tiện lợi. khá là phù hợp cho người đi công tác bận rộn như tôi. sẽ lưu trú lần sau khi đến Huế"
"Sang trọng, dịch vụ chuyên nghiệp, rất hài lòng.",5,"Không gian cho buổi hội thảo rất sang trọng và thanh lịch. Cung cách phục vụ chuyên nghiệp và nhân viên thì rất lịch sự, chu đáo. Địa điểm tuyệt vời để tổ chức các cuộc họp, hội nghị trong không gian đẳng cấp."
Chất lượng dịch vụ,5,"Chất lượng dịch vụ nhà hàng,khách sạn rất tốt,đặt phòng nhanh gọn,mang lại những trải nghiệm tốt.
 Nhờ có Internet và đặc biệt là các trang web dành riêng cho du lịch như trang web Tripadvisor nên việc du lịch cũng trở nên dễ dàng hơn. Từ việc đặt phòng, đặt vé và đặt tour dễ dàng, cũng nhận được những chia sẻ hữu ích từ những du khách đã có kinh nghiệm giúp chuyến đi của mình hoàn hảo hơn."
Nhân viên phục vụ tận tình !,5,"Khách sạn có vị trí đẹp ngay tại trung tâm thành phố nên rất thuận tiện đi lại, phòng đầy đủ tiện nghi và thoáng mát, an sang với không gian ngoài trời, món ăn phong phú.đặc biệt nhân viên rất chu đáo và tận tình !"
phòng hội nghị chuẩn quốc tế !,5,"Chúng tôi đã hợp tác với rất nhiều khách sạn nhưng khách sạn mường thanh làm chúng tôi hài lòng nhất,phòng hội nghị rộng với sức chứa hơn 200 khách,màn hình led lớn,hệ thống hiện đại.Chúng tôi sẽ tiếp tục ủng hộ muong thanh"
cafe,5,"vị trí ngồi thoáng mát, nhân viên quầy bar phục chu đáo, tận tình. Trang trí nội thất đẹp. 
 Đợt mình đi là gần lễ Tết Nguyên Đán, trang trí rất đẹp, có tiểu cảnh để chụp ảnh. Khu vực sảnh cắm hoa rất đẹp và trang nhã."
Khách sạn Mường Thanh Huế đạt chuẩn 5 sao,5,"Khá bất ngờ với thiết kế và cách quản lý của khách sạn Mường Thanh Huế. Các bạn rất ân cần, chu đáo, quản lý chuyên nghiệp. Thiết kế thông minh, tiện dụng tạo không gian rộng rãi, thoải mái Cảm thấy yên bình thư thái khi ngâm mình trong bồn tắm vẫn thấy được cầu Trường Tiền thơ mộng nối đôi bờ dòng Hương, ban công rộng rãi."
"Phong cách sang trọng, riêng tư - tiện lợi gần trung tâm",4,"Mường Thanh Huế là khách sạn thứ 2 tôi đi nghỉ trong chuỗi khách sạn Mường Thanh (trước đó từ lâu tôi có đi qua Hội An). Lí do tôi chọn Mường Thanh không ngoài trừ sự tiện lợi, phù hợp địa điểm. Nếu MT Hội An đối diện biển, phù hợp cho các buổi đi chơi biển cùng gia đình, thì MT Huế lại nằm tại trung tâm thành phố, và khá gần các địa điểm tham quan nổi tiếng tại Huế.
 MT cũng cũng đánh gục tôi về phong cách sang trọng cùng sự riêng tư của phòng. Bên cạnh đó tầm nhìn đẹp xuống phố phường cũng là một cảm xúc khó tả. Một sự bình yên đúng nghĩa."
"phòng đẹp, view đẹp, nhân viên phục vụ nhiệt tình, chu đáo",5,"Mình thuê 1 phòng view nhìn ra thành phố về đêm rất đẹp, phòng sang trọng, yên tĩnh, nghỉ ngơi rất thoải mái.
 Nhân viên phục vụ rất nhiệt tình, chuyên nghiệp, từ lúc check in đến check out đều rất nhanh gọn. Rất hài lòng với nhân viên khách sạn"
Nơi nghỉ chân tuyệt vời,5,"Mình có dịp đến Huế và đã lựa chọn Mường Thanh Hotel để nghỉ chân, nói chung đây là khách sạn có dịch vụ tốt, view đẹp, có wifi miễn phí, phục vụ ăn uống menu đa dạng, lại gần nhiều địa điểm tham quan, đặc biệt về đêm Huế rất thoáng mát được nhìn ngắm cầu Tràng Tiền trên đất Huế mộng mơ ngay tại Hotel"
"chất lượng tốt, phục vụ chu đáo, nhiệt tình. dịch vụ tiện nghi, thoải mái.",5,"Chuyến du lịch ra huế với 1 người bạn. Tôi đặt phòng 2 ngày 1 đêm. Tham quan khắp Thành phố huế xong về khách sạn nghỉ ngơi. phòng rộng, đầy đủ tiện nghi, thoáng mát và yên bình. Đặc biệt là khách sạn nằm kế bên sông Hương nên mỗi khi mở cửa sổ, gió thổi vào rất mát, rất tuyệt, nhìn ngắm cảnh sông Hương về đêm khiến tôi thấy thanh bình. Bên cạnh đó, đội ngũ nhân viên phục vụ chu đáo nhiệt tình, khiến tôi rất an tâm. cảm ơn Mường Thanh Hotel."
"Mường Thanh Huế, trải nghiệm thú vị",5,"Nằm giữa thành phố Huế, Mường Thanh Huế là điểm lưu trú lí tưởng vì có thể dễ dàng đi đến những địa điểm than quan nổi tiếng. phòng của khách sạn có view rất đẹp. Các món ăn được phục vụ vô cùng phong phú và ngon miệng. Bên dưới còn có cafe Highland ở rầng G, tiện lợi cho du khách muốn thưởng thức cafe vào buổi sáng. Nhân viên phục vụ nhiệt tình, thân thiện, chuyên nghiệp."
"Khánh sạn sang trọng, nhân viên nhiệt tình, chu đáo",4,"Vì tính chất công việc nên thường xuyên công tác ở Huế, nhưng với tôi Mường Thanh vẫn là sự lựa chọn hàng đầu. Bởi vi, thứ nhất nó nằm ở vị trí thuận tiện, dễ đi lại. Thứ hai là Khách sạn với sự trang trí nội thất lẫn ngoại thất đều rất bắt mắt, không gian vô cùng dễ chịu, thoải mái, từ trên cao có thể ngắm nhìn sông Hương thơ mộng, cầu Tràng Tiền 6 nhịp mang lại một cảm giác sảng khoái sau ngày làm việc mệt mỏi"
"Dịch vụ khách sạn rất tốt, nhân viên phòng kinh doanh tên Thi rất chuyên nghiệp và nhiệt tình .",5,Công ty tôi đã đặt Hội nghị khách hàng tại khách sạn Muong Thanh hotel Hue. Tôi đã được nhân viên kinh doanh tên Thi giới thiệu.Tôi rất hài lòng với chất lượng dịch vụ trong suốt thời gia diễn ra hội nghị. Tôi sẽ tiếp tục đặt dịch vụ trong tương lai đến.
01 kì nghỉ trên cả tuyệt vời,5,"Đây là lần đầu tiên tôi đến Huế và ở tại khách sạn Mường Thanh. Tôi thật sự rất cảm ơn đội ngũ nhân viên ở đây đã cho tôi 1 kì nghỉ 1 thể nào quên. khách sạn có vị trí khá lý tưởng, nhân viên thì nhiệt tình, thân thiện. phòng khá rộng và thoáng mát.
 
 Tôi sẽ quay lại khách sạn khi có dịp đến Huế lần tới."
Đội ngũ cán bộ nhân viên của Khách sạn Mường Thanh Holiday Huế phục vụ rất chuyên nghiệp và chu đáo,5,"Công ty CP Apec Land Huế đã thuê Hội trường và đặt tiệc tổ chức Hội nghị khách hàng ở Khách sạn Mường Thanh Holiday Huế và nhận được dịch vụ rất tốt. Sảnh Hội trường lớn, thiết kế nội thất mới và sang trọng. Đội ngũ CBCnhân viên viên phục vụ rất chuyên nghiệp và chu đáo. Thức ăn và nước uống ngon với giá cả rất tốt. Tôi xin chân thành cám ơn Quý khách sạn và hy vọng có nhiều cơ hội được hợp tác trong các sự kiện sắp tới."
Khách sạn sang trọng và sạch sẽ !,5,"Chúng tôi có dịp đến huế trong kỳ nghỉ hè và tận hưởng khoảng thời gian tuyệt vời ở đây.phòng thoáng mát với ban công hướng ra phố,thiết kế rất thân thiện.Bể bơi đẹp nhưng hơi nhỏ phù hợp với gia đình.Khách sạn nằm ở trung tâm nên thuận tiện đi các điểm du lịch như chợ đông ba,đại nội,...Sắp tới chúng tôi sẽ đi nha trang và tiếp tục ủng hộ Mường Thanh"
Khách sạn 4 sao,5,Tôi có dịp lưu trú tại khách sạn trong vòng 4 ngày khi tham gia hội nghị tại Huế.Khách sạn có kiến trúc độc đáo và cổ kính.phòng rộng rãi và thoáng mát và ngắm nhìn được thành phố huế thơ mộng về đêm.Nhân viên phòng kinh doanh đã rất hỗ trợ tôi trong việc đặt phòng và tư vấn dịch vụ ăn/uống.Tôi rất hay lòng với dịch vụ lưu trú là đây và sẽ giới thiệu đến các đồng nghiệp để ủng hộ Mường thanh
Mường Thanh Huế.,4,"khách sạn Mường Thanh Huế rất tốt, mọi dịch vụ rất tốt. Vị trí tốt, sát sông Hương thơ mộng, bên cạnh phố đi bộ ( chợ đêm) rất tiện. gia đình mình đã ở đây tuần truóc rồi đi vào Nam, nay quay ra HN và vẫn quyết định ở lại MT Huế thêm lần nữa...phòng sạch sẽ, nhân viên thân thiện nhiệt tình...phục vụ ăn sáng món ngon...
 Nếu có dịp qua Huế gia đình mình sẽ quay lại đây."
Khách sạn có vị trí đẹp,5,"Đầu tháng 5/2018 tôi có dịp đi ra Huế với gia đình, khách sạn Mường Thanh Holiday Huế là sự lựa chọn của gia đình tôi. Rất vui vì được ở tại một khách sạn có vị trí ngay trung tâm thành phố, rất tiện đi dạo dọc sông Hương, phòng đẹp , thoáng mát nhờ có ban công . Tôi rất hài lòng"
tuyệt vời,5,"Mình đã đi nhiều khách sạn MT rồi và lần nào cũng hài lòng. Giường rộng, bồn tắm lớn, view đẹp. Nhân viên thân thiện nhiệt tình. Bữa sáng ngon và nhiều loại đồ ăn phong phú. Nói chung không có điều gì phàn nàn về MT hết."
Khách sạn tuyệt vời,5,"Tôi đến huế lần đầu tiên trong dịp con tôi nghĩ lễ 30/4 vừa qua. Phải nói là tôi rất hài lòng về phong cách phục vụ của nhân viên ở khách sạn này: vui vẻ, nhiệt tình và chuyên nghiệp. phòng ngủ có hướng nhìn ra sông rất đẹp. 
 Có dịp, tôi lại quay trở lại một ngày không xa.
 Cám ơn về tất cả."
phòng tiêu chuẩn và bể bơi đẹp,5,"chúng tôi có cơ hội đến lưu trú tại khách sạn trong dịp lễ 1/5 cùng gia đình và được giới thiệu hệ thống Mường thanh.phòng khách sạn thoáng mát,sạch sẽ,ăn sáng tại tầng 2 có khu vực ngoài trời rộng rãi,nhân viên rất nhiệt tình chào đón.Ngoài ra,khách sạn có khu vực Bể bơi ngoài trời rất thích hợp vào mùa hè.Chúng tôi sẽ quay trời lại khách sạn nếu có dịp đến Huế"
Khách sạn có vị trí đẹp !,5,"Chúng tôi rất nay mắn vì đặt được khách sạn Mường thanh Huế trong dịp lễ 30/4,1/5 do hầu như các khách sạn đều hết phòng trong giai đoạn lễ.Tuy giá hơi cao nhưng phòng đẹp ngoài sức mong đợi, các thiết kế trong phòng rất thân thiện và có ban công nhìn ra sông.Chúng tôi đã có cơ hội xem biểu diễn đường phố từ ban công khách sạn và các chương trình biểu ba diễn nghệ thuật festival Huế.Nhân viên cũng rất thân thiện đón tiếp từ lúc nhận phòng đến trả phòng.Nhờ sự hỗ trợ của bạn phúc chúng tôi đã có cơ hội lưu trú tại khách sạn.chúng tôi sẽ tiếp tục ủng hộ và giới thiệu đến bạn bè."
Khách sạn tốt nhân viên nhiệt tình,5,"Khách sạn có vị trí rất đẹp ngay trung tâm thành phố nên rất dễ dàng đi các điểm du lịch như : đại nội,chùa thiên mụ và gần cầu trường tiền.Gần khách sạn còn có khu phố đêm diễn ra vào các ngày cuối tuần.phòng rộng có ban công hướng ra khu vực thành phố. Nhân viên của khách sạn rất nhiệt tình tư vấn đặt phòng và tiếp đón lúc nhận phòng.Tôi và gia đình đã có khoảng thời gian lưu trú đáng nhớ tới khách sạn.xin cám ơn các bạn,đặc biệt là các bạn phòng Kinh doanh đã hỗ trợ chúng tôi. ( đặc biệt là bạn Thi )"
Khách sạn thân thiện và đẹp !,5,"Người thân tôi khi từ Nước ngoài về đã từng ở hệ thống mường thanh trên các tỉnh như quảng bình,hà tĩnh,quảng nam,... nhưng mường thanh huế thật sự đem lại cho gia đình tôi cảm giác khác biệt.phòng ở được thiết kế tao nhã có ban công nhìn ra dòng sông Hương thơ mộng,có quán cà phê highland với những thức uống hợp khẩu vị.Đặc biệt,nhân viên phòng kinh doanh rất nhiệt tình tư vấn cho tôi thông tin đặt phòng.tuy có gặp sự cố trong lúc đặt phòng do tôi chọn nhầm ngày nhưng nhờ sự hỗ trợ của bạn Đức Phúc tôi đã điều chỉnh được đặtng của mình. Gia đình tôi sang năm lại về và tôi sẽ đặt phòng cho họ ở lại khách sạn Mường Thanh Huế này"
"Dich vu khach san tot, nhan vien nhiet tinh",5,"Tôi và gia đình có dịp đến Huế tham quan vào đầu tháng 11. Qua tham khảo trên mạng và bạn bè tôi đã chon khách sạn Mường Thanh Huế. Khi tôi gọi điện thoại đền đặt phòng, tôi rất ấn tượng với cô bé tên Thy vì Thy đã giới thiệu rất dí dỏm và nhiệt tình. Khi gia đình đến Huế, chính Thy và đội ngũ nhân viên khách sạn đã tiếp đón rất nồng nhiệt. Trong suốt quá trình lưu trú, tôi nhận thấy dịch vụ khách sạn rất tốt. Vì vậy, rất cám ơn khách sạn và đặc biệt Thy đã giúp gia đình chúng tôi có kỷ niệm đáng nhớ khi đến Huê. Tôi sẽ quay trở lại khách sạn cũng như người thân khi có cơ hội đến tham quan Huê."
Khách sạn tốt nhất tại Huế!!,5,"Vị trí đắc địa, nằm ngay trung tâm thành phố Huế, ngay bên cạnh bờ nam sông Hương thơ mộng, dễ dàng di chuyển đến các trung tâm vui chơi và thương mại ở Huế, đặc biệt nằm ngay cạnh bên khu phố tây không ngủ với các hoạt động vui chơi sôi nổi hàng đêm. phòng ốc thoáng đãng sạch sẽ và đẳng cấp, các dịch vụ chăm sóc khách hàng cực kỳ chu đáo và thân thiện, đặc biệt có không gian bar có thể view toàn cảnh sông hương. Địa điểm lý tưởng số 1 cho các bạn có nhu cầu khám phá không gian và con người xứ Huế."
Khách sạn có vị trí đẹp !,5,"Tôi đã có cơ hội ghé thăm Huế trong chuyến đi nghỉ mát của gia đình và tình cờ đặt phòng khách sạn mt hue Trên agoda. Thật sự khách sạn rất thơ mộng với phòng hướng ra bờ sông Hương,ăn sáng ngoài trời với nhiều món ăn phong phú.tôi hy vọng sẽ có nhiều hơn nữa thời gian lưu trú tại khách sạn trong thời gian tới !"
Hội nghị Liên Kết Vùng ngày 5.5.2018,4,"Phối hợp chặt chẽ và nhiệt tình của toàn bộ anh, chị em khách sạn Mường Thanh nói chung và chị Thủy Nguyễn đã hỗ trợ và phục vụ Hội nghị ngày 5.5.2018 thành công tốt đẹp.
 Sự nhiệt tình của các anh chị, em đã tạo nên ấn tượng tốt đối với ban tổ chức."
Tiệc cưới,5,"Khách sạn đẹp, phòng tiệc rộng và sang trọng. Nhân viên Thủy Nguyễn - phòng Kinh doanh nhiệt tình và tư vấn chu đáo. Bạn am hiểu về F và  B và có phong cách chuyên nghiệp. Cám ơn Thủy Nguyễn đã giúp gia đình tôi có buổi tiệc thật sang trọng và hoàn hảo. Chúc Mường Thanh Huế ngày càng phát triển và thịnh vượng."
"Khách sạn đẹp, nhân viên thân thiện",5,"Chúng tôi đã từng đến ở lại tại nhiều khách sạn Mường Thanh tuy nhiên rất ấn tượng với khách sạn Mường Thanh Huế. Gia đình chúng tôi đặt 02 phòng nối liền nhau và khách sạn và chúng tôi rất hài lòng về hai phòng này. Có cửa thông trong phòng rất thuận tiện. Đặc biệt phòng nhìn quang cảnh sông rất đẹp.
 Chúng tôi rất ấn tượng với nhân viên khách sạn vì họ rất thân thiện. Nhân viên khách sạn đã giới thiệu cho chúng tôi nhiều địa điểm tham quan và nhà hàng ngon.
 Cảm giác khi lưu trú rất thoải mái và thân thiện."
Khách sạn toạ lạc vị trí đẹp,5,"đã ở nhiều lần mỗi khi đi Huế nhưng tôi vẫn rất thích ở khách sạn này, khách sạn đẹp , nhân viên nhiệt tình, chu đáo, phòng ngủ sạch sẽ...
 Nhà hàng ăn sáng rất đẹp, tôi ăn sáng ngay ngoài sân vườn, gần cạnh bể bơi rất thoải mái
 Nếu trở lại tôi vẫn lựa chọn ở nơi này"
Ấn tượng Mường Thanh,5,"Vừa rồi tôi có liên hệ đặt phòng cho đoàn khách bạn tôi. Tôi đã làm việc trực tiếp với chị Thy ở phòng Kinh doanh. Ấn tượng của tôi là các chị làm việc rất chuyên nghiệp, nhanh nhẹn, lại có thái độ rất hoà nhã và tận tình hướng dẫn, tư vấn cho chúng tôi. Các bạn tôi cảm thấy rất hài lòng khi nhận phòng và Cho tôi biết họ rất thích khi ở đây. Đội ngũ nhân viên nhiệt tình, chu đáo, dịch vụ rất tốt. Buffet sáng cũng rất phong phú, bài trí đẹp, không gian thoáng đãng, view nhìn sang bể bơi rất đẹp. Tôi thật sự hài lòng khi đã giới thiệu cho các bạn tôi một điểm để dừng chân quá tuyệt vời như thế này. Xin cám ơn các anh chị, hy vọng khách sạn của chúng ta ngày càng phát triển đi lên."
Đặt tiệc cưới ở Mường Thanh Huế,5,"Tôi đã từng đặt tiệc cưới ở mường thanh huế, dịch vụ rất tốt và tôi được cô Thi ở bộ phận Kinh doanh giới thiệu khá chi tiết, ngoài ra còn gợi ý nhiều ý tưởng hay. Tôi rất hài lòng với dịch vụ và sẽ giới thiệu bạn bè đến đây"
thật thú vị nhờ có mấy cô lễ tân vui tính và nhiệt tình!,4,"thức ăn ngon,phòng sạch đẹp thoáng mát,nhân viên thân thiện đặc biệt lễ tân thật duyên dáng và nhiệt tình...khách sạn nằm trong trung tâm thành phố nhưng có thể quan sát được toàn bộ thành phố về đêm trên cao.nằm trong trung tâm nên chỉ cách vài con đường thì bạn đã có thể tận hưởng cảm giác nhộn nhịp bởi những con phố tây,những hàng quán,trái ngược với những con phố nhộn nhịp là một khung cảnh nên thơ và rất Huế nếu bạn đi theo hướng ngược lại...vị thế của khách sạn thật thú vị!"
Rất tốt,5,"phòng đẹp, sang trọng, tiện nghi và thoải mái. Nhân viên nhiệt tình thân thiện. Buffet sáng khá đa dạng và vừa miệng. Hồ bơi tuy nhỏ nhưng rất đẹp, không thích phòng thay đồ dưới hồ bơi lắm. Có thể ngắm cảnh sông Hương rất đẹp."
Tốt,4,"Mường Thanh là một trong những khách sạn đẳng cấp nên mình cũng không cần đánh giá nhiều, nói chung hài lòng từ A-Z luôn. 
 phòng : phòng sạch sẽ, đẹp, thoáng lắm, nệm nằm rất êm. Toilet nhìn sang trọng, đẳng cấp
 Ăn sáng : Ăn sáng đa dạng, nhiều món Âu Á thích hợp cho tất cả mọi người, đặc biệt có món soup Lươn, rất ngon
 Vị trí: Vị trí khá đẹp gần trung tâm
 Nhân viên: thân thiện hết cỡ, mình hẹn giờ kêu thức dậy rất đúng giờ."
không gian đẹp,5,"thức ăn ngon, phòng đầy đủ tiện nghi, không gian đẹp thoáng mát, nhìn được hết thành phố huế. nhân viên phục vụ thân thiện, vui vẻ, nhiệt tình .... giá cả hợp lí phù hợp với nhiều đối tượng khách , có nhiều loại hình dịch vụ khá tốt."
Khách sạn với vị trí thuận tiện và phòng có khung cảnh hướng sông đẹp !,5,"Từ khách sạn có thể đến các khu vực trung tâm : Chợ Đông Ba,siêu thị,bến thuyền,...Ở tầng 8 có phòng nhìn được ra cảnh sông Hương với không gian đẹp và lãng mạn phù hợp cho các cặp đôi hưởng tuần trăng mật"
Khách sạn tốt thuận tiện,4,"Khách sạn với vị trí thuận tiện, dễ dàng tiếp cận với các nhà hàng, và thuận tiện di chuyển tới các cơ quan làm việc. Nhân viên nhiệt tình phòng sạch sẽ và có view rất đẹp. Để hoàn thiện khách sạn cần cải tiến dich vụ ăn sáng phong phú hơn"
"Vị trí thuận tiện, phòng sạch đẹp",4,"Khách sạn có vị trí thuận tiện và tầm nhìn đẹp nhất: nhìn rõ sông Hương và cầu Trường Tiền, Phú Xuân mà không bị cản bởi bất cứ tòa nhà nào. Nhân viên khá niềm nở, nội thất trong phòng tương đối hiện đại, còn mới. Tuy nhiên các tiện ích khác như bể bơi, phòng Gym đều chưa đạt chuẩn 4 sao như khách sạn được gắn biển. Ngoài ra, bữa sáng khá đơn điệu, cách bài trí nhà hàng thiếu thẩm mỹ. Tóm lại, nếu đi chơi tham quan cả ngày, thỉnh thoảng về khách sạn nghỉ ngơi, mở cửa sổ ngắm cảnh sông Hương (từ tầng 6 trở lên mới có tầm nhìn rõ), thì nơi đây là lựa chọn tốt nhất."
Ngắm cảnh đẹp từ cửa sổ,4,"Khách sạn ở ngay mặt tiền đường Lê Lợi, chỉ cách sông Hương một con đường. Từ các phòng trên tầng cao có thể dễ dàng ngắm cầu Trường Tiền, cầu Phú Xuân và cột cờ Hoàng Thành. Nội thất khách sạn khá tốt, phù hợp với tiêu chuẩn 3 sao."
Tuyệt vời,5,"Tôi đã đến đây 5 tháng trước, lần này tất cả vẫn rất tốt và sẽ tiếp tục đến nhiều lần nữa!"
Tốt,5,"Phòng view đẹp, sạch sẽ, nhân viên tốt"
Khách sạn ổn,5,"Khách sạn ổn trong tầm giá. Nhân viên và dịch vụ rất niềm nở, dễ thương."
Tuyệt vời,5,"Khách sạn rất ổn, bữa sáng ngon"
Tuyệt vời,5,Khách sạn tuyệt vời
Vị trí trước bãi biển,4,Gia đình mình đã có kỳ nghỉ 4 sao
Nếu bạn đi ô tô thì nên cân nhắc,4,"Khách sạn không có bãi đậu xe nên khách đi ô tô nên cân nhắc, phải đi gửi ở chỗ khác và phải trả thêm phí cho người giữ xe. Ghế ở bãi biển phải trả phí 100k khi sử dụng. Còn lại mọi thứ khác ổn."
Tuyệt vời,5,"Vị trí đẹp, phòng khách sạn sạch ổn. Hơi có vấn đề nhầm lẫn lúc nhân viên lúc nhận yêu cầu loại phòng nhưng quản lý đã xử ổn rất tốt"
Tuyệt vời,5,"Khách sạn mới , sạch sẽ, nhân viên nhiệt tình, bãi đỗ xe hơi bất tiện, bãi tắm hơi bẩn"
Tuyệt vời,5,"Tuy hơi xa trung tâm 1 tẹo, nhưng bù lại sát bờ biển… view đẹp hồ bơi rộng rãi , phòng sạch sẽ giá cũng rất tốt. Có dịp ghé Nha Trang mình sẽ ở đây lần nữa"
Tuyệt vời,5,Quá tuyệt
Phòng hướng view biển,4,Phòng 3 người hơi nhỏ. Có kiến ba khoang trên lầu 17. Nhân viên nhiệt tình hỗ trợ xịt phòng và có máy hút mùi đuổi kiến nhưng vẫn còn rất hôi. Nhân viên hỗ trợ chuyển phòng khác nhưng máy lạnh không lạnh lắm. Ngủ không được ngon. Sáng đồ ăn ok ngon. Nói chung là phòng có kiến ba khoang nên làm cho bản thân và gia đình không thấy thoải mái.
Tạm được nhưng tốn tiền gửi xe,3,"Khách sạn không có bãi riêng nên xe ô tô của khách phải đậu trên lề đường trước khách sạn, được khoảng 5-7 chiếc. Còn lại đều phải đi gửi và tốn tiền, khoảng 4 sao"
Navada tốt,4,"Khách sạn tốt, bãi xe cách 200m. Đầy đủ bể bơi, gym, ăn sáng có thay đổi hàng ngày."
Tốt,5,"View đẹp, chất lượng tốt"
Tuyệt vời,5,"Khách sạn view đẹp, sạch sẽ. Buffet sáng đầy đủ. Nhân viên tốt"
Khách sạn tuyệt vời,5,Khách sạn rất đẹp. Có tầm nhìn ra biển quá đẹp. Ăn sáng Buffet rất ngon. Thật sự hài lòng khi ở đây
Tuyệt vời,5,"Nhân viên cực kỳ tốt, view đẹp, gần biển, dịch vụ tuyệt vời, bữa sáng ổn, mình thấy món ăn buổi sáng không đa dạng lắm nhưng các bạn nên ghé trải nghiệm thử nha"
Khách sạn tốt,5,"Khách sạn thiếu bãi đậu xe , còn lại mọi thứ đều tốt , đáng để trải nghiệm!"
tốt,5,Khách sạn rất đẹp
View cực kỳ tuyệt vời,5,"Vị trí sát bãi biển nên có view cực kỳ đẹp. Phòng ốc sạch sẽ, tiện nghi. Loại phòng Premium có thêm cả bồn tắm. Thật sự là xứng đáng số tiền bỏ ra."
không làm mình thất vọng,5,"Đây là 1 bài đánh giá có tâm. Nên rất mong khách sạn sẽ phát huy và cải thiện!! Phòng view biển trên tầng 19 rất thích mắt luôn, sáng mở mắt dậy là đón bình minh rất đẹp. Vị trí của khách sạn oke nha, thẳng ra chỗ dễ tắm của Hòn Chồng luôn. Mặc dù hơi xa trung tâm, nếu đi vin chơi hay ăn uống ở trung tâm thì mất nhiều tiền xe nhưng với mình thì mình oke vấn đề này. Vì mình thấy ở trung tâm cũng không có gì chơi mấy. Khách sạn và phòng cũng rộng rãi nữa, sạch sẽ, tuy nhiên mình thấy chăn ga màu trắng không được trắng lắm và vẫn còn vết ố. Tuy nhiên tối về ngủ thôi nên oke, nếu trắng và thơm tho hơn thì quá tuyệt. Nhân viên mình thấy thái độ oke, mình cũng đi chơi suốt nên không va chạm nhiều. Buffet sáng khá oke mà, mỗi ngày đều đổi món. Mình ăn đơn giản và cũng không đòi hỏi nhiều nên thấy ổn, xôi và sữa chua ở khách sạn ngon dẻo thơm mình đánh giá cao 2 món đó, tuy nhiên có hôm mình ăn thấy nhiều món hết không được refill nhanh, có hôm đông nhân viên dọn bàn chậm, mãi không có chỗ sạch sẽ để ngồi ăn. Cái này chắc sẽ khắc phục được. Nói chung cũng là 1 lựa chọn không tồi, các bạn hãy thử trải nghiệm nha"
Tuyệt vời,5,Rất ok
Tuyệt vời,5,Tốt
Cần cải thiện 1 chút để tuyệt vời hơn,4,"Nhóm chúng tôi có 1 kỳ nghỉ hè thú vị tại navada hotel, khách sạn sạch sẽ, nhân viên rất nhiệt tình. Có 1 góp ý là khách sạn nên chú ý hệ thống điều hoà (phòng tôi ở gặp phải vấn đề trong hôm đầu tiên), ăn sáng ở khách sạn có thể thay đổi thực đơn theo ngày để thú vị hơn. Xin cảm ơn và chúc khách sạn ngày càng phát triển."
Tuyệt vời,5,"Chỗ ở sạch sẽ, bước sang đường là đến biển. Buffet sáng hơi ít món."
Tuyệt vời hết sức,5,"Mình đặt cho ba mẹ đi chơi, ông bà đã già và nhiều tuổi rồi nên nhiều quy định khách sạn không nắm được. Nhưng nhân viên ở đây cực kì nhiệt tình và hỗ trợ tối đa. Ba mẹ được chuyến đi quá tuyệt vời"
